Date,Product_Name,Category,Quantity_Sold,Cost_Price,Selling_Price,Profit,Remaining_Stock
1/21/2024,Running Shoes Nike Air,Sports,4,2877,4569,6768,107
6/28/2024,Formal Pump Ladies,Ladies,5,1499,2770,6356,40
11/7/2024,Casual Loafers Brown,Casual,,953,1865,9119,77
3/23/2022,Casual Canvas White,Casual,12,548,1113,6776,84
12/15/2022,Casual Canvas White,Casual,8,558,1208,5199,14
11/19/2024,Casual Loafers Brown,Casual,12,,1953,12066,28
12/6/2023,Ladies Heels Red,Ladies,15,1247,2309,15930,56
12/21/2023,Boots Winter Leather,Formal,,3575,6056,37215,104
4/29/2024,Sandals Summer,Casual,13,370,937,7365,66
11/13/2023,Slippers Home,Casual,4,,605,1403,118
3/3/2023,Jogging Shoes Puma,Sports,,2391,4234,,74
7/17/2024,Ladies Heels Red,Ladies,3,1203,2465,3786,46
7/10/2023,Kids Sneakers Blue,Kids,,563,1182,1236,108
12/13/2024,Sports Adidas Ultra,Sports,14,3270,5267,27955,43
3/9/2024,Boots Winter Leather,Formal,4,3772,6197,9697,113
4/2/2023,Jogging Shoes Puma,Sports,16,2674,3935,20180,85
4/12/2024,Formal Pump Ladies,Ladies,10,1549,2922,13725,40
1/5/2023,Running Shoes Nike Air,Sports,4,2643,,7150,17
1/10/2023,Casual Canvas White,Casual,5,,1164,3154,
2/18/2022,Formal Pump Ladies,Ladies,7,1383,,10514,21
9/7/2023,Ethnic Mojri,Ethnic,10,537,1091,5542,52
4/13/2024,Formal Pump Ladies,Ladies,6,1519,2927,8451,
2/17/2024,Running Shoes Nike Air,Sports,7,2840,4926,14605,26
9/12/2024,Ethnic Mojri,Ethnic,2,466,1059,1186,44
2/12/2024,Jogging Shoes Puma,Sports,6,2566,4217,9906,107
2/16/2024,Formal Pump Ladies,Ladies,,1489,2962,1473,
1/18/2023,Kids Sneakers Blue,Kids,15,567,1264,10466,81
5/13/2022,Formal Pump Ladies,Ladies,4,1575,2998,5692,43
12/13/2023,Slippers Home,Casual,6,247,540,1759,24
4/17/2023,Sandals Summer,Casual,14,377,,7366,45
1/25/2023,Running Shoes Nike Air,Sports,8,2728,4434,13652,53
8/9/2024,Kids Formal Black,Kids,1,689,1460,771,16
11/26/2022,Boots Winter Leather,Formal,15,3468,5847,35694,15
2/7/2022,Running Shoes Nike Air,Sports,2,2679,4730,4103,89
8/11/2022,Casual Canvas White,Casual,2,587,1136,1098,96
12/3/2022,Running Shoes Nike Air,Sports,13,2872,,23449,84
12/1/2023,  Slippers Home  ,Casual,12,269,579,3721,55
5/27/2022,Casual Canvas White,Casual,5,515,1132,3086,80
7/16/2023,Ladies Heels Red,Ladies,8,1239,2573,10667,78
6/2/2023,Kids Formal Black,Kids,1,675,1526,852,
2/28/2024,Casual Canvas White,Casual,9,532,1136,5436,40
7/18/2022,  Kids Formal Black  ,Kids,,680,1347,3337,123
4/15/2022,Running Shoes Nike Air,Sports,18,2872,4690,32729,85
5/15/2022,Kids Formal Black,Kids,7,686,1346,4619,28
12/23/2022,Jogging Shoes Puma,Sports,10,2595,4284,16886,48
4/25/2022,Kids Sneakers Blue,Kids,1,641,1263,622,58
1/15/2023,Jogging Shoes Puma,Sports,,2586,4081,20930,106
5/12/2022,Formal Oxford Black,Formal,12,1895,3401,18067,52
9/10/2023,Boots Winter Leather,Formal,11,3321,5836,27664,84
6/3/2023,Formal Oxford Black,Formal,8,1899,3478,12631,137
6/5/2022,,Casual,,913,1928,4057,17
12/13/2023,Sandals Summer,Casual,10,430,864,,33
3/19/2024,Ladies Heels Red,Ladies,15,1114,2589,22129,80
12/8/2023,Kids Sneakers Blue,Kids,10,592,1255,6637,108
3/28/2023,Jogging Shoes Puma,Sports,8,2307,4016,13676,119
1/3/2024,Kids Formal Black,Kids,2,751,1370,1239,52
7/24/2023,Running Shoes Nike Air,Sports,11,2955,4848,20832,50
1/9/2024,Kids Formal Black,Kids,4,694,1539,3381,46
10/4/2023,,Casual,3,837,1827,2968,88
12/12/2022,Formal Oxford Black,Formal,8,1786,3449,13310,106
9/29/2022,Formal Oxford Black,Formal,13,1742,3217,19171,34
5/12/2024,Casual Loafers Brown,Casual,8,930,1848,,65
5/19/2022,Casual Loafers Brown,Casual,2,904,1712,1616,53
7/29/2022,Ethnic Mojri,Ethnic,13,507,1079,7428,113
9/3/2024,  Casual Loafers Brown  ,Casual,5,859,1821,4809,27
5/19/2023,Slippers Home,Casual,1,245,546,302,54
3/15/2023,Formal Pump Ladies,Ladies,4,1529,2685,4626,78
1/9/2023,Casual Loafers Brown,Casual,15,899,1880,14710,18
3/28/2023,Formal Pump Ladies,Ladies,2,1464,3054,3182,56
4/6/2024,Ladies Flats Gold,Ladies,,780,1733,12381,93
9/15/2023,Running Shoes Nike Air,Sports,6,2833,4420,9525,105
6/28/2022,Ladies Flats Gold,Ladies,9,758,1608,,58
9/16/2022,Sports Adidas Ultra,Sports,8,3231,5496,18117,54
2/1/2022,,Ladies,,1193,2500,16985,29
1/9/2022,Ladies Heels Red,Ladies,13,1195,2427,16012,130
6/18/2022,Formal Pump Ladies,Ladies,3,1396,2958,,65
1/25/2023,Kids Formal Black,Kids,9,684,1340,5907,39
8/24/2023,Ladies Heels Red,Ladie,2,1282,2501,2438,75
10/7/2023,Formal Oxford Black,Formal,6,1937,3392,8725,69
9/12/2023,Jogging Shoes Puma,Sports,9,2689,3867,10605,56
10/4/2024,Ladies Flats Gold,Ladies,4,809,1718,3636,63
12/19/2024,Formal Pump Ladies,Ladies,4,1474,2997,6093,62
1/1/2023,Running Shoes Nike Air,Sports,6,,4593,9599,26
3/7/2022,Kids Sneakers Blue,Kids,14,628,1231,8452,75
5/12/2023,Formal Oxford Black,Formal,1,1820,3431,1611,64
4/7/2022,Kids Sneakers Blue,Kids,10,,1307,6973,63
8/2/2024,Sports Adidas Ultra,Sports,8,3156,5373,17741,53
9/1/2023,Formal Oxford Black,Formal,3,1866,3129,,14
11/4/2023,Formal Oxford Black,Formal,16,1931,3431,23994,52
7/7/2024,Ethnic Mojri,Ethnic,9,461,1021,5040,
4/8/2023,Kids Formal Black,Kids,3,654,1384,2190,84
7/11/2024,Ladies Heels Red,Ladies,4,1232,2512,5123,49
5/12/2023,Casual Loafers Brown,Casual,13,854,1911,13734,12
8/11/2023,Boots Winter Leather,Formal,5,3731,5941,11053,19
11/28/2022,Casual Canvas White,Casual,10,508,1088,5803,47
1/2/2024,Ethnic Mojri,Ethnic,13,538,1070,6922,55
1/26/2024,Ladies Heels Red,,10,1241,2304,10635,15
3/6/2022,,Formal,7,3654,6311,18601,21
4/26/2024,Running Shoes Nike Air,Sports,11,2928,4672,19188,133
7/13/2023,Running Shoes Nike Air,Sports,2,2592,4618,4051,12
2/7/2023,Kids Formal Black,Kids,3,644,1526,2646,46
2/11/2024,,Formal,1,1833,3434,1601,20
3/10/2022,Formal Pump Ladies,Ladies,10,1413,2765,13518,100
9/19/2022,Casual Canvas White,Casual,2,522,1184,1323,26
2/3/2022,Ladies Flats Gold,Ladies,13,803,1588,,126
3/12/2024,Kids Formal Black,Kids,13,671,1430,9866,67
9/4/2023,Casual Canvas White,Casual,13,530,1130,7800,76
3/1/2022,Kids Sneakers Blue,Kids,2,591,1314,1446,101
2/5/2022,Casual Loafers Brown,Casual,13,,,11479,91
2/25/2022,Kids Sneakers Blue,Kids,10,582,1159,5767,114
12/31/2024,Sandals Summer,Casual,,385,923,6457,41
5/5/2024,Kids Formal Black,kids,15,681,1442,11418,79
12/18/2024,Casual Loafers Brown,Casual,7,842,1854,7082,66
10/15/2024,Kids Sneakers Blue,Kids,15,601,1273,10086,10
7/26/2023,  Ladies Flats Gold  ,Ladies,11,806,1620,8956,108
4/29/2023,Casual Canvas White,Casual,2,586,1056,940,19
4/14/2024,Ladies Flats Gold,Ladies,,782,1579,11944,29
9/26/2024,Ladies Heels Red,Ladies,,1136,2457,2642,36
3/15/2022,Casual Canvas White,Casual,,532,1045,1541,34
9/25/2024,Ladies Flats Gold,Ladies,,812,1628,3266,95
9/20/2023,Formal Oxford Black,Formal,,1739,3455,17158,45
10/9/2023,Casual Loafers Brown,Casual,2,920,1825,1810,80
12/12/2024,Formal Pump Ladies,Ladies,,1488,,12164,71
11/21/2024,Sandals Summer,Casual,9,389,879,4416,31
1/7/2024,Formal Pump Ladies,Ladies,12,1574,3040,17600,12
11/15/2023,Boots Winter Leather,Formal,8,3266,5721,19642,63
9/17/2023,Jogging Shoes Puma,Sports,8,,4313,15615,113
8/19/2022,Sports Adidas Ultra,Sports,9,3421,5141,15479,24
12/21/2023,  Casual Canvas White  ,Casual,,543,1056,6164,74
10/12/2022,Sandals Summer,Casual,9,412,878,4194,97
11/22/2023,Casual Canvas White,Casual,13,512,1117,7865,20
9/4/2022,Running Shoes Nike Air,Sports,6,2826,4908,12494,65
6/18/2022,Boots Winter Leather,Formal,3,3657,6172,7544,32
1/13/2022,Boots Winter Leather,Formal,13,3547,6171,34107,68
3/10/2024,Sandals Summer,Casual,1,399,880,482,24
11/26/2023,Casual Canvas White,Casual,15,554,1082,7932,67
8/28/2022,Sports Adidas Ultra,Sports,8,3037,5639,20813,117
1/31/2022,Sports Adidas Ultra,Sports,7,3283,4994,11978,90
10/26/2023,Kids Formal Black,Kids,11,740,1378,7010,14
12/27/2023,Formal Pump Ladies,Ladies,1,1591,,1460,
9/24/2023,Jogging Shoes Puma,Sports,15,2664,3947,19251,90
6/17/2022,  Running Shoes Nike Air  ,Sports,6,2942,4480,9224,22
11/30/2023,Ladies Flats Gold,Ladies,15,776,1737,14411,86
8/30/2022,Ladies Heels Red,Ladies,6,1274,2591,7899,61
12/15/2022,  Boots Winter Leather  ,Formal,12,3439,6215,33321,112
1/19/2022,Casual Loafers Brown,Casual,12,961,1921,11521,13
1/12/2023,Slippers Home,Casual,3,249,524,826,71
9/23/2023,Ladies Heels Red,Ladies,,1195,2537,4026,67
7/30/2022,Sandals Summer,Casual,7,398,916,3628,20
9/12/2023,Kids Formal Black,Kids,6,672,1401,4372,41
1/30/2024,Sandals Summer,Casual,4,388,923,2142,54
8/4/2023,Ladies Heels Red,Ladies,9,1265,2552,11580,31
9/8/2024,Running Shoes Nike Air,Sports,9,2889,4280,12526,66
10/12/2022,Sandals Summer,Casual,9,374,915,4868,88
8/15/2023,Slippers Home,Casual,12,246,553,3690,29
1/28/2024,Ladies Heels Red,Ladies,7,1253,2550,9081,130
6/28/2024,Ethnic Mojri,Ethnic,3,489,1093,1814,131
11/2/2024,Boots Winter Leather,Formal,10,3391,6399,30086,31
8/6/2023,Kids Sneakers Blue,Kids,2,635,1319,1368,42
7/11/2022,Casual Canvas White,Casual,2,573,1138,1130,73
9/9/2023,Ethnic Mojri,Ethnic,-10,474,985,5110,36
12/19/2023,Ladies Flats Gold,Ladies,13,809,1732,12002,15
2/22/2022,Formal Oxford Black,Formal,12,1674,3255,18970,65
9/15/2023,Sports Adidas Ultra,Sports,11,2967,5251,25119,65
1/24/2022,Ladies Heels Red,Ladies,,1267,2444,17662,78
11/21/2022,Casual Loafers Brown,Casual,10,961,1902,9411,84
5/8/2023,Ladies Flats Gold,Ladies,3,823,1556,2199,111
9/28/2022,  Ladies Flats Gold  ,Ladies,10,737,1732,9949,47
11/25/2023,Running Shoes Nike Air,Sports,15,2945,4597,24772,31
10/30/2022,Kids Formal Black,Kids,11,654,1442,8669,125
2/19/2022,Sandals Summer,Casual,11,429,949,5723,43
9/9/2023,Kids Sneakers Blue,Kids,14,617,1297,9524,28
4/19/2022,,Formal,4,1888,3322,5737,112
12/2/2023,Ethnic Mojri,Ethnic,1,538,1092,554,25
5/8/2024,Formal Oxford Black,Formal,6,1894,3137,7457,10
7/5/2022,Casual Loafers Brown,Casual,2,936,1797,1721,54
1/13/2023,Casual Canvas White,Casual,10,,1136,5780,49
10/11/2023,Formal Pump Ladies,Ladies,12,1557,3058,18011,46
9/30/2024,Sandals Summer,Casual,3,404,906,1506,27
6/23/2024,Kids Formal Black,Kids,14,689,1392,9841,71
2/20/2023,Formal Pump Ladies,Ladies,6,1455,3032,9463,45
7/21/2022,Ladies Flats Gold,Ladies,2,772,1742,1941,138
5/6/2022,Boots Winter Leather,Formal,13,3406,6417,39142,46
3/24/2023,  Ladies Heels Red  ,Ladies,1,1248,2571,1323,58
7/18/2022,Sports Adidas Ultra,SPORTS,,3193,5171,15824,12
12/21/2024,Casual Canvas White,Casual,7,576,1210,4438,98
11/1/2023,Running Shoes Nike Air,Sports,15,3000,4342,20129,88
8/4/2023,Running Shoes Nike Air,Sports,10,2980,4923,19426,16
3/12/2022,Jogging Shoes Puma,Sports,11,2654,4358,18749,88
11/2/2024,,Formal,10,1753,3095,,130
2/6/2022,Kids Formal Black,Kids,10,718,1526,8080,99
7/19/2023,Running Shoes Nike Air,Sports,14,2747,4575,25582,71
9/24/2023,Kids Formal Black,Kids,2,734,1506,1544,108
7/14/2024,Formal Pump Ladies,Ladies,15,,2941,20536,118
9/26/2023,Slippers Home,Casual,13,240,544,3954,34
10/10/2024,Ladies Flats Gold,Ladies,6,832,1596,4581,23
1/27/2023,Ladies Flats Gold,Ladies,9,802,1615,7311,83
9/22/2024,Jogging Shoes Puma,Sports,13,2398,4313,24897,
5/17/2023,Ethnic Mojri,Ethnic,4,525,1048,2094,63
10/25/2022,Casual Canvas White,Casual,2,514,1145,1262,140
6/15/2022,Sports Adidas Ultra,SPORTS,6,3383,5345,11777,30
3/28/2024,Kids Formal Black,Kids,12,673,1510,10044,43
12/5/2024,Ladies Heels Red,Ladies,14,1206,2587,19331,52
3/30/2023,Ethnic Mojri,Ethnic,9,511,1024,4618,66
5/7/2022,Running Shoes Nike Air,Sports,13,2894,4290,18146,11
12/18/2023,Kids Sneakers Blue,Kids,4,620,1222,2407,74
7/8/2022,Formal Oxford Black,Formal,13,1775,3485,22222,
2/14/2023,Jogging Shoes Puma,Sports,6,2473,4397,11544,29
7/19/2022,Kids Formal Black,Kids,3,647,1481,2502,120
3/23/2023,Casual Canvas White,Casual,14,514,1150,,149
1/7/2022,Sports Adidas Ultra,Sports,4,3245,4946,6801,131
12/26/2022,Running Shoes Nike Air,Sports,7,,4481,12709,32
12/4/2023,Boots Winter Leather,Formal,8,3240,6305,24516,99
10/19/2023,Sandals Summer,Casual,15,427,961,8010,27
5/18/2022,Ladies Heels Red,Ladies,7,1121,,10143,23
6/20/2023,Ladies Heels Red,,6,1226,2534,7847,42
6/26/2023,Casual Canvas White,,5,519,1166,3237,55
5/21/2022,Sandals Summer,Casual,9,412,958,4916,57
9/25/2023,Sandals Summer,Casual,7,410,874,3249,130
9/23/2024,Casual Loafers Brown,Casual,15,918,1728,12150,35
12/30/2024,Slippers Home,Casual,2,267,566,597,79
4/20/2023,  Slippers Home  ,Casual,4,233,565,1326,60
1/6/2024,Jogging Shoes Puma,Sports,3,2316,4161,5534,116
12/7/2024,,Casual,15,891,1769,13159,100
6/15/2022,Casual Loafers Brown,Casual,1,889,1977,1088,82
2/28/2022,Formal Pump Ladies,Ladies,,1407,2841,12899,34
9/20/2023,Sports Adidas Ultra,,7,3124,5110,13899,45
11/15/2022,Formal Oxford Black,Formal,10,1873,3373,14998,27
3/2/2022,Boots Winter Leather,Formal,14,3394,6006,36565,28
8/7/2023,,Kids,1,750,1462,711,45
5/27/2024,Jogging Shoes Puma,Sports,11,2670,4376,18771,69
3/3/2024,Kids Sneakers Blue,Kids,6,565,1315,4501,20
12/21/2024,Casual Canvas White,Casual,7,576,1210,4438,98
6/27/2022,Sandals Summer,Casual,15,399,956,8354,72
7/9/2022,Sports Adidas Ultra,SPORTS,15,3166,5396,33462,43
5/17/2024,Ethnic Mojri,Ethnic,2,502,1012,,53
10/6/2023,Formal Pump Ladies,Ladies,5,1385,2956,7856,66
5/12/2022,Kids Sneakers Blue,Kids,14,648,1221,8022,26
5/4/2022,Sandals Summer,Casual,3,430,986,1668,
6/18/2022,Jogging Shoes Puma,Sports,8,2502,4181,,65
5/2/2022,  Casual Loafers Brown  ,Casual,5,871,1843,4859,90
9/2/2024,Ethnic Mojri,Ethnic,15,463,985,7827,100
5/25/2023,Ladies Flats Gold,Ladie,7,764,1570,5647,111
4/10/2024,Ethnic Mojri,Ethnic,9,460,1029,,25
11/14/2022,Sandals Summer,Casual,3,370,932,1685,31
1/1/2024,Casual Canvas White,Casual,,566,1175,,35
8/10/2022,Formal Pump Ladies,Ladies,,1422,2868,20238,75
9/19/2022,Jogging Shoes Puma,Sports,,2555,4243,25324,69
9/6/2023,Ladies Flats Gold,Ladies,8,812,1687,6998,61
3/11/2024,Formal Oxford Black,Formal,6,1922,3334,8470,70
3/31/2024,Boots Winter Leather,Formal,5,3450,5952,12508,57
1/17/2024,Casual Loafers Brown,Casual,15,921,1844,13844,115
10/19/2024,Formal Pump Ladies,ladies,3,1382,2817,4304,66
8/10/2022,Running Shoes Nike Air,Sports,4,2957,4903,7785,14
2/22/2024,,Kids,12,554,1305,9009,52
7/1/2022,Casual Loafers Brown,Casual,14,834,1788,13367,10
9/24/2023,Ladies Heels Red,Ladies,13,1138,2446,17006,48
4/28/2024,Slippers Home,Casual,,254,526,3536,35
11/8/2023,Formal Pump Ladies,Ladies,15,1502,2831,19936,43
3/27/2022,Sandals Summer,Casual,,394,932,538,63
6/10/2024,Jogging Shoes Puma,Sports,8,2308,3835,12216,18
3/20/2022,Sandals Summer,Casual,-8,417,932,4125,83
7/14/2022,Ladies Flats Gold,Ladies,14,769,1599,11630,140
8/10/2023,Formal Oxford Black,Formal,3,1790,3193,4210,66
6/17/2022,Casual Canvas White,Casual,7,,1060,3503,25
6/12/2022,Kids Formal Black,Kids,11,687,1408,7926,76
2/26/2022,Ladies Flats Gold,Ladies,15,820,1686,12993,22
10/12/2024,Formal Pump Ladies,Ladies,10,1574,2995,14205,106
9/28/2023,Casual Loafers Brown,Casual,10,870,1814,9436,131
11/1/2024,Casual Loafers Brown,Casual,11,940,1917,10748,91
4/10/2022,Kids Formal Black,Kids,13,711,1495,10200,49
6/23/2022,Jogging Shoes Puma,sports,4,2437,4228,7163,22
5/8/2022,Boots Winter Leather,Formal,7,3222,,18696,31
8/1/2022,Slippers Home,Casual,11,249,540,3198,96
7/8/2022,Casual Loafers Brown,Casual,8,848,1904,8443,46
11/4/2024,Formal Oxford Black,Formal,13,,3284,19139,113
9/20/2024,Formal Pump Ladies,Ladies,7,1495,2796,,26
8/31/2023,Formal Oxford Black,Formal,3,1784,3172,4166,17
7/25/2023,Sandals Summer,Casual,7,425,906,3361,26
1/8/2024,Sports Adidas Ultra,Sports,12,3160,4991,21968,
1/7/2022,Casual Canvas White,casual,11,,1056,5994,149
10/9/2022,Ethnic Mojri,Ethnic,6,503,958,2726,135
4/18/2024,Jogging Shoes Puma,Sports,,2434,4382,27269,44
10/15/2023,Jogging Shoes Puma,Sports,16,2642,3925,20536,56
2/3/2024,,Ethnic,3,534,1024,1470,68
7/25/2024,Sports Adidas Ultra,Sports,4,3220,5375,8619,61
1/3/2024,Ladies Heels Red,Ladies,13,1182,2577,18136,119
7/1/2022,Running Shoes Nike Air,Sports,1,2877,4887,,70
12/7/2022,Jogging Shoes Puma,Sports,7,2376,3842,10264,35
6/3/2024,Jogging Shoes Puma,Sports,15,,4185,24172,
4/5/2022,Ethnic Mojri,Ethnic,15,530,1022,7370,75
5/20/2022,Boots Winter Leather,Formal,2,3355,6274,5839,19
9/29/2022,Ladies Flats Gold,Ladies,10,837,1563,7258,37
10/12/2022,Boots Winter Leather,Formal,2,3411,6433,6043,34
4/3/2023,Casual Canvas White,Casual,14,554,,7096,86
6/4/2022,Formal Pump Ladies,Ladies,12,1466,2889,17070,23
5/9/2023,Slippers Home,Casual,7,249,,2475,11
4/2/2023,Ladies Flats Gold,Ladies,8,817,1572,6040,38
2/24/2022,Kids Sneakers Blue,Kids,6,644,1264,3721,17
3/14/2023,Casual Loafers Brown,Casual,,886,1795,909,20
9/13/2023,Formal Pump Ladies,Ladies,14,1386,2772,19412,132
1/26/2024,Kids Sneakers Blue,Kids,9,630,1230,5401,29
3/30/2023,Formal Oxford Black,Formal,,1847,3156,10470,12
11/12/2022,Sandals Summer,Casual,4,418,899,1925,34
9/10/2024,Kids Formal Black,Kids,5,717,1453,3678,109
10/1/2024,Formal Oxford Black,Formal,7,1820,,10568,66
9/15/2024,  Formal Pump Ladies  ,Ladies,11,1547,2868,14532,54
10/5/2023,Boots Winter Leather,Formal,1,3647,70931,2417,36
5/7/2022,Sandals Summer,Casual,5,390,961,2855,56
8/22/2023,Ladies Flats Gold,Ladies,12,775,1670,10737,21
7/12/2022,Jogging Shoes Puma,Sports,11,2596,4319,18954,54
12/16/2024,Formal Pump Ladies,Ladies,4,1582,2930,,67
2/13/2024,Kids Formal Black,Kids,11,750,1446,7660,51
6/6/2022,Jogging Shoes Puma,Sports,,2644,4376,,72
5/20/2023,Boots Winter Leather,Formal,13,3463,,33785,58
2/28/2022,Sandals Summer,Casual,2,368,956,1175,23
8/23/2022,Kids Sneakers Blue,Kids,13,567,1258,8982,55
7/20/2023,Ethnic Mojri,Ethnic,1,,1063,530,62
3/26/2022,Jogging Shoes Puma,Sports,16,2428,4393,,52
7/13/2022,Kids Sneakers Blue,Kids,,616,1307,10365,15
1/12/2022,Jogging Shoes Puma,Sports,4,2462,4365,7614,
8/25/2022,Kids Sneakers Blue,Kids,7,592,1168,4035,38
2/15/2024,Kids Formal Black,Kids,6,751,1488,4419,38
8/16/2024,Kids Formal Black,Kids,5,708,1391,3414,11
10/13/2023,Kids Sneakers Blue,Kids,14,573,1261,9632,78
10/19/2022,Kids Sneakers Blue,Kids,8,560,1231,5369,35
2/12/2024,Kids Formal Black,Kids,13,722,1350,8161,62
10/4/2022,Sandals Summer,Casual,8,421,896,3798,122
1/31/2022,Boots Winter Leather,Formal,16,3629,5942,36995,19
6/21/2022,Kids Sneakers Blue,Kids,14,620,1301,9525,88
8/7/2023,Ladies Heels Red,Ladies,11,1142,2449,14384,112
5/26/2022,Slippers Home,Casual,14,241,592,4913,30
3/30/2023,Formal Pump Ladies,Ladies,12,1460,2754,15530,
10/27/2024,Jogging Shoes Puma,Sports,19,2569,3826,23865,99
8/13/2022,Sandals Summer,Casual,9,402,950,4926,56
12/10/2024,Kids Formal Black,Kids,12,747,1450,8431,72
1/7/2023,Ladies Heels Red,Ladies,14,1113,2512,19577,78
5/11/2024,Formal Pump Ladies,Ladies,8,1382,2812,11440,87
2/11/2024,Ladies Heels Red,Ladies,13,1137,2421,16693,101
5/16/2022,Ladies Heels Red,Ladies,,,2458,8370,30
12/1/2024,Jogging Shoes Puma,Sports,9,2346,3849,13532,93
10/16/2022,Ladies Flats Gold,Ladies,,794,1622,2483,147
1/1/2022,Casual Canvas White,Casual,9,543,1119,5186,165
5/21/2022,Sports Adidas Ultra,Sports,13,3157,5487,30299,76
5/19/2022,Formal Oxford Black,Formal,3,1873,3323,4351,16
10/21/2024,Sandals Summer,Casual,10,378,,5337,117
12/29/2024,Sports Adidas Ultra,Sports,13,3240,5299,26769,82
7/25/2023,Formal Oxford Black,Formal,,1717,3190,14734,141
3/2/2024,Running Shoes Nike Air,Sports,11,2674,4753,22871,71
5/1/2022,Ladies Flats Gold,Ladies,13,778,1612,10854,87
11/8/2023,Casual Canvas White,Casual,10,549,1161,6120,67
11/25/2024,Formal Oxford Black,Formal,7,1778,3270,,53
12/7/2024,Sandals Summer,Casual,9,414,,4455,130
10/7/2023,Kids Sneakers Blue,Kids,2,597,1299,1403,102
10/21/2023,Casual Loafers Brown,Casual,14,,1882,13539,27
5/30/2023,Formal Oxford Black,Formal,11,1822,3228,15466,147
2/11/2022,Sports Adidas Ultra,Sports,12,3084,5591,30085,46
3/15/2022,Sandals Summer,Casual,4,405,880,1903,25
9/17/2024,Sports Adidas Ultra,Sports,,3442,5306,11187,136
2/6/2022,Kids Sneakers Blue,Kids,10,612,1250,6381,144
6/12/2022,Slippers Home,Casual,8,266,544,2228,65
2/11/2022,Ladies Heels Red,Ladies,15,1219,2549,19944,84
8/2/2024,Ladies Flats Gold,Ladies,5,,1633,4308,106
12/22/2022,Sports Adidas Ultra,SPORTS,11,3368,5681,25435,49
3/27/2023,  Ladies Flats Gold  ,Ladies,11,820,1634,8951,80
4/30/2022,Formal Oxford Black,Formal,1,,3253,1326,93
10/17/2023,Kids Sneakers Blue,Kids,4,648,1155,2029,74
1/8/2023,Ethnic Mojri,,7,488,1010,3654,23
3/29/2024,Sports Adidas Ultra,Sports,15,2977,5149,32580,26
8/20/2024,Ladies Flats Gold,Ladies,9,837,1650,7319,84
5/4/2022,Formal Pump Ladies,Ladies,7,1542,2718,8239,76
6/29/2022,Formal Oxford Black,Formal,9,1729,3377,14833,
5/26/2023,Formal Oxford Black,Formal,12,1800,3520,20637,22
1/28/2024,Running Shoes Nike Air,Sports,6,2794,4781,11923,
2/12/2024,Ladies Flats Gold,Ladies,4,824,1528,2814,129
7/2/2022,Slippers Home,Casual,13,247,596,4534,71
3/2/2022,Sandals Summer,Casual,13,379,924,,10
3/2/2024,Formal Oxford Black,Formal,6,1704,3351,9881,93
11/22/2024,Slippers Home,Casual,,232,598,732,60
7/20/2022,Sports Adidas Ultra,Sports,1,3272,5422,2150,146
9/5/2022,Ladies Heels Red,Ladies,9,1230,2485,11296,24
2/13/2022,Ladies Heels Red,Ladies,,1235,2383,12629,63
3/6/2023,,Formal,3,3774,5816,,82
2/11/2024,Kids Sneakers Blue,Kids,6,562,1319,4546,93
11/3/2023,Formal Pump Ladies,Ladies,3,1610,2796,3556,67
1/26/2024,Ethnic Mojri,Ethnic,3,479,1071,1777,104
7/8/2023,Casual Loafers Brown,Casual,12,957,1914,11491,19
5/27/2024,Formal Oxford Black,Formal,10,1878,3363,14851,57
8/5/2022,Formal Pump Ladies,Ladies,8,1569,2820,10005,89
7/25/2023,Kids Formal Black,Kids,,661,1490,12440,61
1/29/2022,Formal Pump Ladies,Ladies,14,1419,2791,19199,112
8/22/2024,Jogging Shoes Puma,Sports,3,2390,,5583,16
6/21/2023,Kids Sneakers Blue,Kids,19,559,1262,13355,51
10/13/2022,Sports Adidas Ultra,Sports,7,3144,5391,15730,40
2/14/2022,Casual Loafers Brown,Casual,4,904,1863,3833,66
3/5/2022,Sports Adidas Ultra,Sports,14,3025,5231,30878,65
12/24/2022,Running Shoes Nike Air,Sports,15,3006,4901,28420,39
2/10/2022,Ladies Flats Gold,Ladies,13,800,1626,10742,92
3/10/2023,Casual Loafers Brown,Casual,2,925,1713,1577,41
8/4/2024,Ladies Heels Red,Ladies,15,1252,2558,19598,80
7/27/2024,Ladies Flats Gold,Ladies,2,794,1715,1842,123
5/6/2022,Kids Formal Black,Kids,11,684,1466,8603,50
9/20/2024,Ethnic Mojri,Ethnic,12,521,1030,,83
4/28/2024,Formal Oxford Black,Formal,10,1696,3313,16166,55
2/15/2022,Ladies Heels Red,Ladies,7,1268,32799,7354,44
12/4/2023,Casual Loafers Brown,Casual,13,938,1776,10892,38
7/18/2022,  Kids Sneakers Blue  ,Kids,11,622,1144,5752,52
9/9/2022,Ladies Heels Red,Ladies,4,1153,2388,4940,20
2/16/2022,Ethnic Mojri,Ethnic,15,483,1070,8804,18
7/23/2022,Kids Sneakers Blue,Kids,5,624,1303,3394,
3/19/2023,Boots Winter Leather,Formal,9,,,22759,34
6/28/2022,Kids Formal Black,Kids,16,648,1514,13854,
12/13/2022,Jogging Shoes Puma,Sports,,2440,4245,10834,106
12/29/2023,Kids Sneakers Blue,Kids,6,,1206,3874,28
9/18/2022,Casual Loafers Brown,Casual,4,922,1867,3780,42
9/10/2024,Casual Canvas White,Casual,13,511,1138,8158,23
5/14/2024,Jogging Shoes Puma,Sports,2,2620,4321,3403,26
